spark_connected_component: job_1,,,,,,,,,,,,
toCache, A_all, L_all, S_all, +_all, A_cache, L_cache, S_cache, +_cache, A_reduce, L_reduce, S_reduce, +_reduce
[3 16 33 39 47 56 64],30,30,13,46,33,32,5,603,93,94,17,1569
[3 16 33 39 47 56 64 67],30,30,13,46,31,30,4,601,95,96,18,1571
[3 16 33 39 47 56 67],30,30,13,46,33,30,4,604,93,96,18,1568
[3 16 33 39 47 64],30,30,13,46,37,36,5,611,89,90,17,1561
[3 16 33 39 47 64 67],30,30,13,46,35,34,4,609,91,92,18,1563
[3 16 33 39 47 67],30,30,13,46,37,34,4,612,89,92,18,1560
[3 16 33 39 50],30,30,13,46,41,39,7,619,85,87,15,1553
[3 16 33 39 50 56],30,30,13,46,37,35,7,611,89,91,15,1561
[3 16 33 39 50 56 64],30,30,13,46,33,31,5,605,93,95,17,1567
[3 16 33 39 50 56 64 67],30,30,13,46,31,29,4,603,95,97,18,1569
[3 16 33 39 50 56 67],30,30,13,46,32,29,4,605,94,97,18,1567
[3 16 33 39 50 64],30,30,13,46,37,35,5,613,89,91,17,1559
[3 16 33 39 50 64 67],30,30,13,46,35,33,4,611,91,93,18,1561
[3 16 33 39 50 67],30,30,13,46,36,33,4,613,90,93,18,1559
[3 16 33 39 56],30,30,13,46,45,44,10,632,81,82,12,1540
[3 16 33 39 56 64],30,30,13,46,35,34,5,617,91,92,17,1555
[3 16 33 39 56 64 67],30,30,13,46,33,32,4,615,93,94,18,1557
[3 16 33 39 56 67],30,30,13,46,37,32,4,620,89,94,18,1552
[3 16 33 39 64],30,30,13,46,39,38,5,625,87,88,17,1547
[3 16 33 39 64 67],30,30,13,46,37,36,4,623,89,90,18,1549
[3 16 33 39 67],30,30,13,46,41,36,4,628,85,90,18,1544
[3 16 33 47],30,30,13,46,64,63,8,718,62,63,14,1454
[3 16 33 47 50],30,30,13,46,61,60,7,711,65,66,15,1461
[3 16 33 47 50 56],30,30,13,46,43,42,7,675,83,84,15,1497
[3 16 33 47 50 56 64],30,30,13,46,39,38,5,669,87,88,17,1503
[3 16 33 47 50 56 64 67],30,30,13,46,37,36,4,667,89,90,18,1505
[3 16 33 47 50 56 67],30,30,13,46,38,36,4,669,88,90,18,1503
[3 16 33 47 50 64],30,30,13,46,57,56,5,705,69,70,17,1467
[3 16 33 47 50 64 67],30,30,13,46,55,54,4,703,71,72,18,1469
[3 16 33 47 50 67],30,30,13,46,56,54,4,705,70,72,18,1467
[3 16 33 47 56],30,30,13,46,46,45,8,682,80,81,14,1490
[3 16 33 47 56 64],30,30,13,46,40,39,5,673,86,87,17,1499
[3 16 33 47 56 64 67],30,30,13,46,38,37,4,671,88,89,18,1501
[3 16 33 47 56 67],30,30,13,46,40,37,4,674,86,89,18,1498
[3 16 33 47 64],30,30,13,46,58,57,5,709,68,69,17,1463
[3 16 33 47 64 67],30,30,13,46,56,55,4,707,70,71,18,1465
[3 16 33 47 67],30,30,13,46,58,55,4,710,68,71,18,1462
[3 16 33 50],30,30,13,46,62,60,7,717,64,66,15,1455
[3 16 33 50 56],30,30,13,46,44,42,7,681,82,84,15,1491
[3 16 33 50 56 64],30,30,13,46,40,38,5,675,86,88,17,1497
[3 16 33 50 56 64 67],30,30,13,46,38,36,4,673,88,90,18,1499
[3 16 33 50 56 67],30,30,13,46,39,36,4,675,87,90,18,1497
[3 16 33 50 64],30,30,13,46,58,56,5,711,68,70,17,1461
[3 16 33 50 64 67],30,30,13,46,56,54,4,709,70,72,18,1463
[3 16 33 50 67],30,30,13,46,57,54,4,711,69,72,18,1461
[3 16 33 56],30,30,13,46,52,51,10,702,74,75,12,1470
[3 16 33 56 64],30,30,13,46,42,41,5,687,84,85,17,1485
[3 16 33 56 64 67],30,30,13,46,40,39,4,685,86,87,18,1487
[3 16 33 56 67],30,30,13,46,44,39,4,690,82,87,18,1482
[3 16 33 64],30,30,13,46,60,59,5,723,66,67,17,1449
[3 16 33 64 67],30,30,13,46,58,57,4,721,68,69,18,1451
[3 16 33 67],30,30,13,46,62,57,4,726,64,69,18,1446
[3 16 39],30,30,13,46,60,60,13,712,66,66,9,1460
[3 16 39 47],30,30,13,46,45,45,8,662,81,81,14,1510
[3 16 39 47 50],30,30,13,46,42,42,7,655,84,84,15,1517
[3 16 39 47 50 56],30,30,13,46,38,38,7,647,88,88,15,1525
[3 16 39 47 50 56 64],30,30,13,46,34,34,5,641,92,92,17,1531
[3 16 39 47 50 56 64 67],30,30,13,46,32,32,4,639,94,94,18,1533
[3 16 39 47 50 56 67],30,30,13,46,33,32,4,641,93,94,18,1531
[3 16 39 47 50 64],30,30,13,46,38,38,5,649,88,88,17,1523
[3 16 39 47 50 64 67],30,30,13,46,36,36,4,647,90,90,18,1525
[3 16 39 47 50 67],30,30,13,46,37,36,4,649,89,90,18,1523
[3 16 39 47 56],30,30,13,46,41,41,8,654,85,85,14,1518
[3 16 39 47 56 64],30,30,13,46,35,35,5,645,91,91,17,1527
[3 16 39 47 56 64 67],30,30,13,46,33,33,4,643,93,93,18,1529
[3 16 39 47 56 67],30,30,13,46,35,33,4,646,91,93,18,1526
[3 16 39 47 64],30,30,13,46,39,39,5,653,87,87,17,1519
[3 16 39 47 64 67],30,30,13,46,37,37,4,651,89,89,18,1521
[3 16 39 47 67],30,30,13,46,39,37,4,654,87,89,18,1518
[3 16 39 50],30,30,13,46,46,42,7,670,80,84,15,1502
[3 16 39 50 56],30,30,13,46,42,38,7,662,84,88,15,1510
[3 16 39 50 56 64],30,30,13,46,38,34,5,656,88,92,17,1516
[3 16 39 50 56 64 67],30,30,13,46,36,32,4,654,90,94,18,1518
[3 16 39 50 56 67],30,30,13,46,37,32,4,656,89,94,18,1516
[3 16 39 50 64],30,30,13,46,42,38,5,664,84,88,17,1508
[3 16 39 50 64 67],30,30,13,46,40,36,4,662,86,90,18,1510
[3 16 39 50 67],30,30,13,46,41,36,4,664,85,90,18,1508
[3 16 39 56],30,30,13,46,56,56,13,704,70,70,9,1468
[3 16 39 56 64],30,30,13,46,40,40,5,680,86,86,17,1492
[3 16 39 56 64 67],30,30,13,46,38,38,4,678,88,88,18,1494
[3 16 39 56 67],30,30,13,46,45,38,4,686,81,88,18,1486
[3 16 39 64],30,30,13,46,44,44,5,688,82,82,17,1484
[3 16 39 64 67],30,30,13,46,42,42,4,686,84,84,18,1486
[3 16 39 67],30,30,13,46,49,42,4,694,77,84,18,1478
[3 16 47],30,30,13,46,66,66,8,760,60,60,14,1412
[3 16 47 50],30,30,13,46,63,63,7,753,63,63,15,1419
[3 16 47 50 56],30,30,13,46,45,45,7,717,81,81,15,1455
[3 16 47 50 56 64],30,30,13,46,41,41,5,711,85,85,17,1461
[3 16 47 50 56 64 67],30,30,13,46,39,39,4,709,87,87,18,1463
[3 16 47 50 56 67],30,30,13,46,40,39,4,711,86,87,18,1461
[3 16 47 50 64],30,30,13,46,59,59,5,747,67,67,17,1425
[3 16 47 50 64 67],30,30,13,46,57,57,4,745,69,69,18,1427
[3 16 47 50 67],30,30,13,46,58,57,4,747,68,69,18,1425
[3 16 47 56],30,30,13,46,48,48,8,724,78,78,14,1448
[3 16 47 56 64],30,30,13,46,42,42,5,715,84,84,17,1457
[3 16 47 56 64 67],30,30,13,46,40,40,4,713,86,86,18,1459
[3 16 47 56 67],30,30,13,46,42,40,4,716,84,86,18,1456
[3 16 47 64],30,30,13,46,60,60,5,751,66,66,17,1421
[3 16 47 64 67],30,30,13,46,58,58,4,749,68,68,18,1423
[3 16 47 67],30,30,13,46,60,58,4,752,66,68,18,1420
[3 16 50],30,30,13,46,67,63,7,768,59,63,15,1404
[3 16 50 56],30,30,13,46,49,45,7,732,77,81,15,1440
[3 16 50 56 64],30,30,13,46,45,41,5,726,81,85,17,1446
[3 16 50 56 64 67],30,30,13,46,43,39,4,724,83,87,18,1448
[3 16 50 56 67],30,30,13,46,44,39,4,726,82,87,18,1446
[3 16 50 64],30,30,13,46,63,59,5,762,63,67,17,1410
[3 16 50 64 67],30,30,13,46,61,57,4,760,65,69,18,1412
[3 16 50 67],30,30,13,46,62,57,4,762,64,69,18,1410
[3 16 56],30,30,13,46,63,63,13,774,63,63,9,1398
[3 16 56 64],30,30,13,46,47,47,5,750,79,79,17,1422
[3 16 56 64 67],30,30,13,46,45,45,4,748,81,81,18,1424
[3 16 56 67],30,30,13,46,52,45,4,756,74,81,18,1416
[3 16 64],30,30,13,46,65,65,5,786,61,61,17,1386
[3 16 64 67],30,30,13,46,63,63,4,784,63,63,18,1388
[3 16 67],30,30,13,46,70,63,4,792,56,63,18,1380
[3 26],30,30,13,46,86,86,18,1220,40,40,4,952
[3 26 30],30,30,13,46,58,58,11,982,68,68,11,1190
[3 26 30 33],30,30,13,46,54,54,10,958,72,72,12,1214
[3 26 30 33 39],30,30,13,46,48,48,10,930,78,78,12,1242
[3 26 30 33 39 47],30,30,13,46,42,42,8,910,84,84,14,1262
[3 26 30 33 39 47 50],30,30,13,46,39,39,7,903,87,87,15,1269
[3 26 30 33 39 47 50 56],30,30,13,46,35,35,7,895,91,91,15,1277
[3 26 30 33 39 47 50 56 64],30,30,13,46,31,31,5,889,95,95,17,1283
[3 26 30 33 39 47 50 56 64 67],30,30,13,46,29,29,4,887,97,97,18,1285
[3 26 30 33 39 47 50 56 67],30,30,13,46,30,29,4,889,96,97,18,1283
[3 26 30 33 39 47 50 64],30,30,13,46,35,35,5,897,91,91,17,1275
[3 26 30 33 39 47 50 64 67],30,30,13,46,33,33,4,895,93,93,18,1277
[3 26 30 33 39 47 50 67],30,30,13,46,34,33,4,897,92,93,18,1275
[3 26 30 33 39 47 56],30,30,13,46,38,38,8,902,88,88,14,1270
[3 26 30 33 39 47 56 64],30,30,13,46,32,32,5,893,94,94,17,1279
[3 26 30 33 39 47 56 64 67],30,30,13,46,30,30,4,891,96,96,18,1281
[3 26 30 33 39 47 56 67],30,30,13,46,32,30,4,894,94,96,18,1278
[3 26 30 33 39 47 64],30,30,13,46,36,36,5,901,90,90,17,1271
[3 26 30 33 39 47 64 67],30,30,13,46,34,34,4,899,92,92,18,1273
[3 26 30 33 39 47 67],30,30,13,46,36,34,4,902,90,92,18,1270
[3 26 30 33 39 50],30,30,13,46,40,39,7,909,86,87,15,1263
[3 26 30 33 39 50 56],30,30,13,46,36,35,7,901,90,91,15,1271
[3 26 30 33 39 50 56 64],30,30,13,46,32,31,5,895,94,95,17,1277
[3 26 30 33 39 50 56 64 67],30,30,13,46,30,29,4,893,96,97,18,1279
[3 26 30 33 39 50 56 67],30,30,13,46,31,29,4,895,95,97,18,1277
[3 26 30 33 39 50 64],30,30,13,46,36,35,5,903,90,91,17,1269
[3 26 30 33 39 50 64 67],30,30,13,46,34,33,4,901,92,93,18,1271
[3 26 30 33 39 50 67],30,30,13,46,35,33,4,903,91,93,18,1269
[3 26 30 33 39 56],30,30,13,46,44,44,10,922,82,82,12,1250
[3 26 30 33 39 56 64],30,30,13,46,34,34,5,907,92,92,17,1265
[3 26 30 33 39 56 64 67],30,30,13,46,32,32,4,905,94,94,18,1267
[3 26 30 33 39 56 67],30,30,13,46,36,32,4,910,90,94,18,1262
[3 26 30 33 39 64],30,30,13,46,38,38,5,915,88,88,17,1257
[3 26 30 33 39 64 67],30,30,13,46,36,36,4,913,90,90,18,1259
[3 26 30 33 39 67],30,30,13,46,40,36,4,918,86,90,18,1254
[3 26 30 33 47],30,30,13,46,48,48,8,938,78,78,14,1234
[3 26 30 33 47 50],30,30,13,46,45,45,7,931,81,81,15,1241
[3 26 30 33 47 50 56],30,30,13,46,37,37,7,915,89,89,15,1257
[3 26 30 33 47 50 56 64],30,30,13,46,33,33,5,909,93,93,17,1263
[3 26 30 33 47 50 56 64 67],30,30,13,46,31,31,4,907,95,95,18,1265
[3 26 30 33 47 50 56 67],30,30,13,46,32,31,4,909,94,95,18,1263
[3 26 30 33 47 50 64],30,30,13,46,41,41,5,925,85,85,17,1247
[3 26 30 33 47 50 64 67],30,30,13,46,39,39,4,923,87,87,18,1249
[3 26 30 33 47 50 67],30,30,13,46,40,39,4,925,86,87,18,1247
[3 26 30 33 47 56],30,30,13,46,40,40,8,922,86,86,14,1250
[3 26 30 33 47 56 64],30,30,13,46,34,34,5,913,92,92,17,1259
[3 26 30 33 47 56 64 67],30,30,13,46,32,32,4,911,94,94,18,1261
[3 26 30 33 47 56 67],30,30,13,46,34,32,4,914,92,94,18,1258
[3 26 30 33 47 64],30,30,13,46,42,42,5,929,84,84,17,1243
[3 26 30 33 47 64 67],30,30,13,46,40,40,4,927,86,86,18,1245
[3 26 30 33 47 67],30,30,13,46,42,40,4,930,84,86,18,1242
[3 26 30 33 50],30,30,13,46,46,45,7,937,80,81,15,1235
[3 26 30 33 50 56],30,30,13,46,38,37,7,921,88,89,15,1251
[3 26 30 33 50 56 64],30,30,13,46,34,33,5,915,92,93,17,1257
[3 26 30 33 50 56 64 67],30,30,13,46,32,31,4,913,94,95,18,1259
[3 26 30 33 50 56 67],30,30,13,46,33,31,4,915,93,95,18,1257
[3 26 30 33 50 64],30,30,13,46,42,41,5,931,84,85,17,1241
[3 26 30 33 50 64 67],30,30,13,46,40,39,4,929,86,87,18,1243
[3 26 30 33 50 67],30,30,13,46,41,39,4,931,85,87,18,1241
[3 26 30 33 56],30,30,13,46,46,46,10,942,80,80,12,1230
[3 26 30 33 56 64],30,30,13,46,36,36,5,927,90,90,17,1245
[3 26 30 33 56 64 67],30,30,13,46,34,34,4,925,92,92,18,1247
[3 26 30 33 56 67],30,30,13,46,38,34,4,930,88,92,18,1242
[3 26 30 33 64],30,30,13,46,44,44,5,943,82,82,17,1229
[3 26 30 33 64 67],30,30,13,46,42,42,4,941,84,84,18,1231
[3 26 30 33 67],30,30,13,46,46,42,4,946,80,84,18,1226
[3 26 30 39],30,30,13,46,52,52,11,954,74,74,11,1218
[3 26 30 39 47],30,30,13,46,43,43,8,924,83,83,14,1248
[3 26 30 39 47 50],30,30,13,46,40,40,7,917,86,86,15,1255
[3 26 30 39 47 50 56],30,30,13,46,36,36,7,909,90,90,15,1263
[3 26 30 39 47 50 56 64],30,30,13,46,32,32,5,903,94,94,17,1269
[3 26 30 39 47 50 56 64 67],30,30,13,46,30,30,4,901,96,96,18,1271
[3 26 30 39 47 50 56 67],30,30,13,46,31,30,4,903,95,96,18,1269
[3 26 30 39 47 50 64],30,30,13,46,36,36,5,911,90,90,17,1261
[3 26 30 39 47 50 64 67],30,30,13,46,34,34,4,909,92,92,18,1263
[3 26 30 39 47 50 67],30,30,13,46,35,34,4,911,91,92,18,1261
[3 26 30 39 47 56],30,30,13,46,39,39,8,916,87,87,14,1256
[3 26 30 39 47 56 64],30,30,13,46,33,33,5,907,93,93,17,1265
[3 26 30 39 47 56 64 67],30,30,13,46,31,31,4,905,95,95,18,1267
[3 26 30 39 47 56 67],30,30,13,46,33,31,4,908,93,95,18,1264
[3 26 30 39 47 64],30,30,13,46,37,37,5,915,89,89,17,1257
[3 26 30 39 47 64 67],30,30,13,46,35,35,4,913,91,91,18,1259
[3 26 30 39 47 67],30,30,13,46,37,35,4,916,89,91,18,1256
[3 26 30 39 50],30,30,13,46,42,40,7,926,84,86,15,1246
[3 26 30 39 50 56],30,30,13,46,38,36,7,918,88,90,15,1254
[3 26 30 39 50 56 64],30,30,13,46,34,32,5,912,92,94,17,1260
[3 26 30 39 50 56 64 67],30,30,13,46,32,30,4,910,94,96,18,1262
[3 26 30 39 50 56 67],30,30,13,46,33,30,4,912,93,96,18,1260
[3 26 30 39 50 64],30,30,13,46,38,36,5,920,88,90,17,1252
[3 26 30 39 50 64 67],30,30,13,46,36,34,4,918,90,92,18,1254
[3 26 30 39 50 67],30,30,13,46,37,34,4,920,89,92,18,1252
[3 26 30 39 56],30,30,13,46,48,48,11,946,78,78,11,1226
[3 26 30 39 56 64],30,30,13,46,36,36,5,928,90,90,17,1244
[3 26 30 39 56 64 67],30,30,13,46,34,34,4,926,92,92,18,1246
[3 26 30 39 56 67],30,30,13,46,39,34,4,932,87,92,18,1240
[3 26 30 39 64],30,30,13,46,40,40,5,936,86,86,17,1236
[3 26 30 39 64 67],30,30,13,46,38,38,4,934,88,88,18,1238
[3 26 30 39 67],30,30,13,46,43,38,4,940,83,88,18,1232
[3 26 30 47],30,30,13,46,49,49,8,952,77,77,14,1220
[3 26 30 47 50],30,30,13,46,46,46,7,945,80,80,15,1227
[3 26 30 47 50 56],30,30,13,46,38,38,7,929,88,88,15,1243
[3 26 30 47 50 56 64],30,30,13,46,34,34,5,923,92,92,17,1249
[3 26 30 47 50 56 64 67],30,30,13,46,32,32,4,921,94,94,18,1251
[3 26 30 47 50 56 67],30,30,13,46,33,32,4,923,93,94,18,1249
[3 26 30 47 50 64],30,30,13,46,42,42,5,939,84,84,17,1233
[3 26 30 47 50 64 67],30,30,13,46,40,40,4,937,86,86,18,1235
[3 26 30 47 50 67],30,30,13,46,41,40,4,939,85,86,18,1233
[3 26 30 47 56],30,30,13,46,41,41,8,936,85,85,14,1236
[3 26 30 47 56 64],30,30,13,46,35,35,5,927,91,91,17,1245
[3 26 30 47 56 64 67],30,30,13,46,33,33,4,925,93,93,18,1247
[3 26 30 47 56 67],30,30,13,46,35,33,4,928,91,93,18,1244
[3 26 30 47 64],30,30,13,46,43,43,5,943,83,83,17,1229
[3 26 30 47 64 67],30,30,13,46,41,41,4,941,85,85,18,1231
[3 26 30 47 67],30,30,13,46,43,41,4,944,83,85,18,1228
[3 26 30 50],30,30,13,46,48,46,7,954,78,80,15,1218
[3 26 30 50 56],30,30,13,46,40,38,7,938,86,88,15,1234
[3 26 30 50 56 64],30,30,13,46,36,34,5,932,90,92,17,1240
[3 26 30 50 56 64 67],30,30,13,46,34,32,4,930,92,94,18,1242
[3 26 30 50 56 67],30,30,13,46,35,32,4,932,91,94,18,1240
[3 26 30 50 64],30,30,13,46,44,42,5,948,82,84,17,1224
[3 26 30 50 64 67],30,30,13,46,42,40,4,946,84,86,18,1226
[3 26 30 50 67],30,30,13,46,43,40,4,948,83,86,18,1224
[3 26 30 56],30,30,13,46,50,50,11,966,76,76,11,1206
[3 26 30 56 64],30,30,13,46,38,38,5,948,88,88,17,1224
[3 26 30 56 64 67],30,30,13,46,36,36,4,946,90,90,18,1226
[3 26 30 56 67],30,30,13,46,41,36,4,952,85,90,18,1220
[3 26 30 64],30,30,13,46,46,46,5,964,80,80,17,1208
[3 26 30 64 67],30,30,13,46,44,44,4,962,82,82,18,1210
[3 26 30 67],30,30,13,46,49,44,4,968,77,82,18,1204
[3 26 33],30,30,13,46,60,54,10,1028,66,72,12,1144
[3 26 33 39],30,30,13,46,54,48,10,1000,72,78,12,1172
[3 26 33 39 47],30,30,13,46,48,42,8,980,78,84,14,1192
[3 26 33 39 47 50],30,30,13,46,45,39,7,973,81,87,15,1199
[3 26 33 39 47 50 56],30,30,13,46,41,35,7,965,85,91,15,1207
[3 26 33 39 47 50 56 64],30,30,13,46,37,31,5,959,89,95,17,1213
[3 26 33 39 47 50 56 64 67],30,30,13,46,35,29,4,957,91,97,18,1215
[3 26 33 39 47 50 56 67],30,30,13,46,36,29,4,959,90,97,18,1213
[3 26 33 39 47 50 64],30,30,13,46,41,35,5,967,85,91,17,1205
[3 26 33 39 47 50 64 67],30,30,13,46,39,33,4,965,87,93,18,1207
[3 26 33 39 47 50 67],30,30,13,46,40,33,4,967,86,93,18,1205
[3 26 33 39 47 56],30,30,13,46,44,38,8,972,82,88,14,1200
[3 26 33 39 47 56 64],30,30,13,46,38,32,5,963,88,94,17,1209
[3 26 33 39 47 56 64 67],30,30,13,46,36,30,4,961,90,96,18,1211
[3 26 33 39 47 56 67],30,30,13,46,38,30,4,964,88,96,18,1208
[3 26 33 39 47 64],30,30,13,46,42,36,5,971,84,90,17,1201
[3 26 33 39 47 64 67],30,30,13,46,40,34,4,969,86,92,18,1203
[3 26 33 39 47 67],30,30,13,46,42,34,4,972,84,92,18,1200
[3 26 33 39 50],30,30,13,46,46,39,7,979,80,87,15,1193
[3 26 33 39 50 56],30,30,13,46,42,35,7,971,84,91,15,1201
[3 26 33 39 50 56 64],30,30,13,46,38,31,5,965,88,95,17,1207
[3 26 33 39 50 56 64 67],30,30,13,46,36,29,4,963,90,97,18,1209
[3 26 33 39 50 56 67],30,30,13,46,37,29,4,965,89,97,18,1207
[3 26 33 39 50 64],30,30,13,46,42,35,5,973,84,91,17,1199
[3 26 33 39 50 64 67],30,30,13,46,40,33,4,971,86,93,18,1201
[3 26 33 39 50 67],30,30,13,46,41,33,4,973,85,93,18,1199
[3 26 33 39 56],30,30,13,46,50,44,10,992,76,82,12,1180
[3 26 33 39 56 64],30,30,13,46,40,34,5,977,86,92,17,1195
[3 26 33 39 56 64 67],30,30,13,46,38,32,4,975,88,94,18,1197
[3 26 33 39 56 67],30,30,13,46,42,32,4,980,84,94,18,1192
[3 26 33 39 64],30,30,13,46,44,38,5,985,82,88,17,1187
[3 26 33 39 64 67],30,30,13,46,42,36,4,983,84,90,18,1189
[3 26 33 39 67],30,30,13,46,46,36,4,988,80,90,18,1184
[3 26 33 47],30,30,13,46,54,48,8,1008,72,78,14,1164
[3 26 33 47 50],30,30,13,46,51,45,7,1001,75,81,15,1171
[3 26 33 47 50 56],30,30,13,46,43,37,7,985,83,89,15,1187
[3 26 33 47 50 56 64],30,30,13,46,39,33,5,979,87,93,17,1193
[3 26 33 47 50 56 64 67],30,30,13,46,37,31,4,977,89,95,18,1195
[3 26 33 47 50 56 67],30,30,13,46,38,31,4,979,88,95,18,1193
[3 26 33 47 50 64],30,30,13,46,47,41,5,995,79,85,17,1177
[3 26 33 47 50 64 67],30,30,13,46,45,39,4,993,81,87,18,1179
[3 26 33 47 50 67],30,30,13,46,46,39,4,995,80,87,18,1177
[3 26 33 47 56],30,30,13,46,46,40,8,992,80,86,14,1180
[3 26 33 47 56 64],30,30,13,46,40,34,5,983,86,92,17,1189
[3 26 33 47 56 64 67],30,30,13,46,38,32,4,981,88,94,18,1191
[3 26 33 47 56 67],30,30,13,46,40,32,4,984,86,94,18,1188
[3 26 33 47 64],30,30,13,46,48,42,5,999,78,84,17,1173
[3 26 33 47 64 67],30,30,13,46,46,40,4,997,80,86,18,1175
[3 26 33 47 67],30,30,13,46,48,40,4,1000,78,86,18,1172
[3 26 33 50],30,30,13,46,52,45,7,1007,74,81,15,1165
[3 26 33 50 56],30,30,13,46,44,37,7,991,82,89,15,1181
[3 26 33 50 56 64],30,30,13,46,40,33,5,985,86,93,17,1187
[3 26 33 50 56 64 67],30,30,13,46,38,31,4,983,88,95,18,1189
[3 26 33 50 56 67],30,30,13,46,39,31,4,985,87,95,18,1187
[3 26 33 50 64],30,30,13,46,48,41,5,1001,78,85,17,1171
[3 26 33 50 64 67],30,30,13,46,46,39,4,999,80,87,18,1173
[3 26 33 50 67],30,30,13,46,47,39,4,1001,79,87,18,1171
[3 26 33 56],30,30,13,46,52,46,10,1012,74,80,12,1160
[3 26 33 56 64],30,30,13,46,42,36,5,997,84,90,17,1175
[3 26 33 56 64 67],30,30,13,46,40,34,4,995,86,92,18,1177
[3 26 33 56 67],30,30,13,46,44,34,4,1000,82,92,18,1172
[3 26 33 64],30,30,13,46,50,44,5,1013,76,82,17,1159
[3 26 33 64 67],30,30,13,46,48,42,4,1011,78,84,18,1161
[3 26 33 67],30,30,13,46,52,42,4,1016,74,84,18,1156
[3 26 39],30,30,13,46,80,80,18,1192,46,46,4,980
[3 26 39 47],30,30,13,46,50,50,8,1092,76,76,14,1080
[3 26 39 47 50],30,30,13,46,47,47,7,1085,79,79,15,1087
[3 26 39 47 50 56],30,30,13,46,43,43,7,1077,83,83,15,1095
[3 26 39 47 50 56 64],30,30,13,46,39,39,5,1071,87,87,17,1101
[3 26 39 47 50 56 64 67],30,30,13,46,37,37,4,1069,89,89,18,1103
[3 26 39 47 50 56 67],30,30,13,46,38,37,4,1071,88,89,18,1101
[3 26 39 47 50 64],30,30,13,46,43,43,5,1079,83,83,17,1093
[3 26 39 47 50 64 67],30,30,13,46,41,41,4,1077,85,85,18,1095
[3 26 39 47 50 67],30,30,13,46,42,41,4,1079,84,85,18,1093
[3 26 39 47 56],30,30,13,46,46,46,8,1084,80,80,14,1088
[3 26 39 47 56 64],30,30,13,46,40,40,5,1075,86,86,17,1097
[3 26 39 47 56 64 67],30,30,13,46,38,38,4,1073,88,88,18,1099
[3 26 39 47 56 67],30,30,13,46,40,38,4,1076,86,88,18,1096
[3 26 39 47 64],30,30,13,46,44,44,5,1083,82,82,17,1089
[3 26 39 47 64 67],30,30,13,46,42,42,4,1081,84,84,18,1091
[3 26 39 47 67],30,30,13,46,44,42,4,1084,82,84,18,1088
[3 26 39 50],30,30,13,46,56,47,7,1115,70,79,15,1057
[3 26 39 50 56],30,30,13,46,52,43,7,1107,74,83,15,1065
[3 26 39 50 56 64],30,30,13,46,48,39,5,1101,78,87,17,1071
[3 26 39 50 56 64 67],30,30,13,46,46,37,4,1099,80,89,18,1073
[3 26 39 50 56 67],30,30,13,46,47,37,4,1101,79,89,18,1071
[3 26 39 50 64],30,30,13,46,52,43,5,1109,74,83,17,1063
[3 26 39 50 64 67],30,30,13,46,50,41,4,1107,76,85,18,1065
[3 26 39 50 67],30,30,13,46,51,41,4,1109,75,85,18,1063
[3 26 39 56],30,30,13,46,76,76,18,1184,50,50,4,988
[3 26 39 56 64],30,30,13,46,50,50,5,1145,76,76,17,1027
[3 26 39 56 64 67],30,30,13,46,48,48,4,1143,78,78,18,1029
[3 26 39 56 67],30,30,13,46,60,48,4,1156,66,78,18,1016
[3 26 39 64],30,30,13,46,54,54,5,1153,72,72,17,1019
[3 26 39 64 67],30,30,13,46,52,52,4,1151,74,74,18,1021
[3 26 39 67],30,30,13,46,64,52,4,1164,62,74,18,1008
[3 26 47],30,30,13,46,56,56,8,1120,70,70,14,1052
[3 26 47 50],30,30,13,46,53,53,7,1113,73,73,15,1059
[3 26 47 50 56],30,30,13,46,45,45,7,1097,81,81,15,1075
[3 26 47 50 56 64],30,30,13,46,41,41,5,1091,85,85,17,1081
[3 26 47 50 56 64 67],30,30,13,46,39,39,4,1089,87,87,18,1083
[3 26 47 50 56 67],30,30,13,46,40,39,4,1091,86,87,18,1081
[3 26 47 50 64],30,30,13,46,49,49,5,1107,77,77,17,1065
[3 26 47 50 64 67],30,30,13,46,47,47,4,1105,79,79,18,1067
[3 26 47 50 67],30,30,13,46,48,47,4,1107,78,79,18,1065
[3 26 47 56],30,30,13,46,48,48,8,1104,78,78,14,1068
[3 26 47 56 64],30,30,13,46,42,42,5,1095,84,84,17,1077
[3 26 47 56 64 67],30,30,13,46,40,40,4,1093,86,86,18,1079
[3 26 47 56 67],30,30,13,46,42,40,4,1096,84,86,18,1076
[3 26 47 64],30,30,13,46,50,50,5,1111,76,76,17,1061
[3 26 47 64 67],30,30,13,46,48,48,4,1109,78,78,18,1063
[3 26 47 67],30,30,13,46,50,48,4,1112,76,78,18,1060
[3 26 50],30,30,13,46,62,53,7,1143,64,73,15,1029
[3 26 50 56],30,30,13,46,54,45,7,1127,72,81,15,1045
[3 26 50 56 64],30,30,13,46,50,41,5,1121,76,85,17,1051
[3 26 50 56 64 67],30,30,13,46,48,39,4,1119,78,87,18,1053
[3 26 50 56 67],30,30,13,46,49,39,4,1121,77,87,18,1051
[3 26 50 64],30,30,13,46,58,49,5,1137,68,77,17,1035
[3 26 50 64 67],30,30,13,46,56,47,4,1135,70,79,18,1037
[3 26 50 67],30,30,13,46,57,47,4,1137,69,79,18,1035
[3 26 56],30,30,13,46,78,78,18,1204,48,48,4,968
[3 26 56 64],30,30,13,46,52,52,5,1165,74,74,17,1007
[3 26 56 64 67],30,30,13,46,50,50,4,1163,76,76,18,1009
